NCT Number	Status	Study Results	Gender	Age	Phases	Location_Country	Study Type	Trial_Duration_Category	Enrollment_Category	ALLOCATION	INTERVENTION MODEL	PRIMARY PURPOSE	OBSERVATIONAL MODEL	TIME PERSPECTIVE	PARTICIPANT	CARE PROVIDER	INVESTIGATOR	OUTCOMES ASSESSOR	DRUG	PROCEDURE	OTHER INTERVENTIONS TYPE	DEVICE	BIOLOGICAL	DIAGNOSTIC TEST	DIETARY SUPPLEMENT	GENETIC	COMBINATION PRODUCT	BEHAVIORAL	RADIATION	INDUSTRY	NIH	OTHER FUND SOURCE	U.S. FED
NCT04513314	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	True	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04504877	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 2|PHASE 3	BRAZIL	INTERVENTIONAL	4 - 6 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	True	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04360759	WITHDRAWN	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	SOUTH AFRICA	INTERVENTIONAL	1 - 2 years	less then 10	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04609501	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	FEMALE	ADULT	NO RECORD	ISRAEL	OBSERVATIONAL	2 - 5 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04483973	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	NO RECORD	INTERVENTIONAL	4 - 6 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04611802	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	PUERTO RICO	INTERVENTIONAL	2 - 5 years	over 10000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	True	True	False	True	False	True	True	True	True	True	True	True	False	False	True
NCT04278963	SUSPENDED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	CHINA	INTERVENTIONAL	7 - 12 months	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	True	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04480411	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	UNITED STATES OF AMERICA	INTERVENTIONAL	4 - 6 months	101 - 200	NON-RANDOMIZED	PARALLEL ASSIGNMENT	OTHER	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04380935	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	INDONESIA	INTERVENTIONAL	4 - 6 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04484025	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	NO RECORD	INTERVENTIONAL	4 - 6 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	False	False	False
NCT04351854	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	GERMANY	OBSERVATIONAL	5 - 10 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04356482	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	PHASE 1|PHASE 2	MEXICO	INTERVENTIONAL	7 - 12 months	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04389450	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04412304	COMPLETED	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	SWEDEN	OBSERVATIONAL	1 - 3 months	101 - 200	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04345419	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	PHASE 2|PHASE 3	EGYPT	INTERVENTIONAL	5 - 10 years	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04303507	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NOT APPLICABLE	UNITED KINGDOM	INTERVENTIONAL	7 - 12 months	over 10000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	False	True	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04361526	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	SPAIN	INTERVENTIONAL	1 - 3 months	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	True	False
NCT04407468	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	MEXICO	OBSERVATIONAL	1 - 3 months	501 - 1000	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	False	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04475068	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	PERU	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	False	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04382417	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	SWEDEN	OBSERVATIONAL	1 - 2 years	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04611269	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	ARGENTINA	OBSERVATIONAL	7 - 12 months	501 - 1000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04399603	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	1 - 2 years	101 - 200	NO RECORD	NO RECORD	NO RECORD	OTHER	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04381338	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	ITALY	INTERVENTIONAL	4 - 6 months	51 - 100	NON-RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04587921	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	BRAZIL	INTERVENTIONAL	7 - 12 months	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	SUPPORTIVE CARE	NO RECORD	NO RECORD	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	True	False
NCT04347941	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	IRELAND	INTERVENTIONAL	1 - 2 years	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	True	True	True	False	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04365595	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	SWITZERLAND	OBSERVATIONAL	4 - 6 months	101 - 200	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04496128	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04391738	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	7 - 12 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04466098	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	11 - 50	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	False	True	True	False	True	False	True	True	True	True	True	True	False	False	True	False
NCT04453982	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	CANADA	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04453969	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	CANADA	OBSERVATIONAL	7 - 12 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04407390	RECRUITING	NO RESULTS AVAILABLE	ALL	OLDER ADULT	PHASE 2	DENMARK	INTERVENTIONAL	1 - 2 years	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True	True	False	True	False
NCT04371692	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	4 - 6 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	False	True	True	True	True	True	False	False	True	False
NCT04496245	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	AUSTRALIA	INTERVENTIONAL	7 - 12 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04609722	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	NOT APPLICABLE	TURKEY	INTERVENTIONAL	4 - 6 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	SUPPORTIVE CARE	NO RECORD	NO RECORD	True	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04411602	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04392388	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	FRANCE	OBSERVATIONAL	7 - 12 months	over 10000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04497311	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	MEXICO	OBSERVATIONAL	1 - 2 years	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04435522	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1	UNITED STATES OF AMERICA	INTERVENTIONAL	4 - 6 months	11 - 50	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04460534	RECRUITING	NO RESULTS AVAILABLE	MALE	ADULT, OLDER ADULT	NOT APPLICABLE	FRANCE	INTERVENTIONAL	1 - 2 years	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	DIAGNOSTIC	NO RECORD	NO RECORD	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04373109	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	SWITZERLAND	OBSERVATIONAL	4 - 6 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	False	True	False	False	True	False
NCT04515147	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	PERU	INTERVENTIONAL	1 - 2 years	501 - 1000	RANDOMIZED	SEQUENTIAL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	False	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	False	False
NCT04359693	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 3 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04340479	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	1 - 2 years	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04558645	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	TURKEY	OBSERVATIONAL	1 - 3 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04619407	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	GERMANY	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04537663	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	NETHERLANDS	INTERVENTIONAL	7 - 12 months	5001 - 10000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04414267	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 4	GREECE	INTERVENTIONAL	7 - 12 months	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	False	False	True	False
NCT04408014	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	NO RECORD	OBSERVATIONAL	1 - 3 months	over 10000	NO RECORD	NO RECORD	NO RECORD	OTHER	CROSS-SECTIONAL	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04463823	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	NORWAY	OBSERVATIONAL	2 - 5 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04430608	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	DENMARK	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	OTHER	NO RECORD	NO RECORD	False	False	False	False	True	True	True	False	True	True	True	True	True	True	True	False	False	True	False
NCT04360733	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	GERMANY	OBSERVATIONAL	2 - 5 years	101 - 200	NO RECORD	NO RECORD	NO RECORD	OTHER	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04588363	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	1 - 2 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	True	True	False
NCT04391179	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	7 - 12 months	51 - 100	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04535128	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	7 - 12 months	5001 - 10000	NO RECORD	NO RECORD	NO RECORD	COHORT	CROSS-SECTIONAL	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	True	False	True	False
NCT04320472	ACTIVE, NOT RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	SPAIN	OBSERVATIONAL	7 - 12 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04398147	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	CANADA	INTERVENTIONAL	1 - 2 years	501 - 1000	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False	True	False
NCT04362930	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 2 years	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04434261	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	BRAZIL	OBSERVATIONAL	7 - 12 months	1001 - 5000	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04430322	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	FRANCE	OBSERVATIONAL	1 - 2 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	OTHER	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04577105	COMPLETED	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	MEXICO	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04365985	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 2	UNITED STATES OF AMERICA	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	FACTORIAL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	False	False	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04405726	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 2 years	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	OTHER	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04437940	RECRUITING	NO RESULTS AVAILABLE	FEMALE	ADULT, OLDER ADULT	NO RECORD	TURKEY	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04393974	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	1 - 2 years	501 - 1000	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04420637	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	AUSTRIA	OBSERVATIONAL	1 - 2 years	501 - 1000	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04369469	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	PHASE 3	UNITED KINGDOM	INTERVENTIONAL	1 - 2 years	201 - 500	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	False	True	True	True	True	True	True	True	False	False	False
NCT04272710	WITHDRAWN	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	CHINA	OBSERVATIONAL	1 - 3 months	less then 10	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04339998	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04449094	COMPLETED	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	FRANCE	OBSERVATIONAL	1 - 3 months	101 - 200	NO RECORD	NO RECORD	NO RECORD	ECOLOGIC OR COMMUNITY	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04401163	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	DENMARK	OBSERVATIONAL	2 - 5 years	101 - 200	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	False	True	True	True	True	True	False	False	True	False
NCT04396197	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED KINGDOM	OBSERVATIONAL	1 - 3 months	51 - 100	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04388618	RECRUITING	NO RESULTS AVAILABLE	ALL	CHILD, ADULT, OLDER ADULT	NO RECORD	SAUDI ARABIA	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-CONTROL	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04357418	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	1 - 3 months	101 - 200	NO RECORD	NO RECORD	NO RECORD	OTHER	RETROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04435080	COMPLETED	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	TURKEY	OBSERVATIONAL	1 - 3 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	RETROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04615936	RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NOT APPLICABLE	CANADA	INTERVENTIONAL	7 - 12 months	51 - 100	NO RECORD	SINGLE GROUP ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04466839	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	NO RECORD	NO RECORD	FRANCE	OBSERVATIONAL	4 - 6 months	201 - 500	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	PROSPECTIVE	False	False	False	False	True	True	False	True	True	True	True	True	True	True	True	False	False	True	False
NCT04605965	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	UNITED STATES OF AMERICA	OBSERVATIONAL	1 - 2 years	51 - 100	NO RECORD	NO RECORD	NO RECORD	CASE-ONLY	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04359706	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT, OLDER ADULT	NO RECORD	FRANCE	OBSERVATIONAL	4 - 6 months	11 - 50	NO RECORD	NO RECORD	NO RECORD	COHORT	PROSPECTIVE	False	False	False	False	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04433988	NOT YET RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 1|PHASE 2	EGYPT	INTERVENTIONAL	less then 1 month	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	TREATMENT	NO RECORD	NO RECORD	True	True	True	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
NCT04357028	RECRUITING	NO RESULTS AVAILABLE	ALL	ADULT	PHASE 3	EGYPT	INTERVENTIONAL	4 - 6 months	101 - 200	RANDOMIZED	PARALLEL ASSIGNMENT	PREVENTION	NO RECORD	NO RECORD	True	False	False	False	False	True	True	True	True	True	True	True	True	True	True	False	False	True	False
